SurveyID,ParticipantID,EventID,EventDateTimeStart,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyRecommendationID,SurveyOverallScore,SurveyComments,SurveySubmissionDate
1086,875,3,2023-05-16 10:00:00,5,4,4,4,1,4.25,"From my perspective, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions (wish there had been more time). The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together.",2023-05-17 18:01:00
1087,877,5,2024-08-22 10:00:00,4,4,4,4,1,4,"Overall, the color theory lesson during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable. The organizers ran things smoothly even with a big crowd, the sketch warmups during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves. — next time I'd bring a friend.",2024-08-24 07:06:00
1088,878,8,2023-06-16 10:00:00,5,3,5,5,2,4.5,"I met people who want to collaborate on projects, the Arduino demo during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time. Overall, the pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program!",2023-06-16 13:24:00
1089,879,1,2023-12-10 10:00:00,5,4,4,5,2,4.5,"At first, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me! In my opinion, the networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected — which surprised me in a good way. I didn't expect this, but, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me.",2023-12-11 08:18:00
1090,881,1,2025-06-15 10:00:00,4,5,4,5,2,4.5,"The mentor roundtable during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. To be fair, the resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps; This pushed me to apply for a related program.",2025-06-17 07:05:00
1091,882,3,2024-12-03 10:00:00,5,3,5,5,2,4.5,"From my perspective, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. Honestly, the pacing made complex ideas feel doable, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me (snacks were a plus)!",2024-12-04 15:29:00
1092,883,1,2025-09-28 10:00:00,5,5,4,5,2,4.75,"The mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend. It boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me! I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me.",2025-09-29 19:23:00
1093,883,1,2022-01-23 10:00:00,5,4,5,5,2,4.75,"Honestly, the resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning. The mentor roundtable during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time. (wish there had been more time). I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time.",2022-01-24 05:03:00
1094,883,3,2024-05-21 10:00:00,5,4,4,4,1,4.25,"The pacing made complex ideas feel doable, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves. — which surprised me in a good way. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I might recommend it depending on the topic. — which surprised me in a good way! Surprisingly, the resume clinic during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. To be fair, I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me!",2024-05-22 13:24:00
1095,884,8,2024-09-13 10:00:00,4,4,5,4,1,4.25,"At first, the data activity during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; It was useful overall! Honestly, the Python lab during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together! The web dev sprint during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together — especially for beginners! The web dev sprint during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall.",2024-09-14 06:03:00
1096,885,5,2024-03-21 10:00:00,3,5,3,5,2,4,"The sketch warmups during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda! The sketch warmups during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; It was useful overall. To be fair, it boosted my confidence more than I expected, the mixed-media project during Intro to Painting Class really clicked for me.",2024-03-22 00:23:00
1097,885,2,2022-12-17 10:00:00,5,4,5,4,1,4.5,"The mentors were down-to-earth and answered real questions, the Python lab during Robotics Lab Saturday really clicked for me.",2022-12-18 16:11:00
1098,886,3,2025-08-12 10:00:00,5,5,5,5,2,5,"I didn't expect this, but, I left with actionable next steps, the mentor roundtable during Girls in STEAM Mentoring really clicked for me.",2025-08-14 08:10:00
1099,886,5,2023-03-09 10:00:00,5,5,5,4,1,4.75,"The gallery walk during Intro to Painting Class really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend! I left with actionable next steps, the watercolor session during Intro to Painting Class really clicked for me.",2023-03-09 13:06:00
1100,887,5,2025-09-04 10:00:00,4,5,5,4,1,4.5,"The organizers ran things smoothly even with a big crowd, the watercolor session during Intro to Painting Class really clicked for me — which surprised me in a good way. The gallery walk during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. The organizers ran things smoothly even with a big crowd, the mixed-media project during Intro to Painting Class really clicked for me. The pacing made complex ideas feel doable, the sketch warmups during Intro to Painting Class really clicked for me; This was absolutely worth the time.",2025-09-04 14:02:00
1101,889,1,2024-04-07 10:00:00,4,4,5,4,1,4.25,"The goal-setting exercise during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd. To be fair, the mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me; It was useful overall.",2024-04-07 20:03:00
1102,890,1,2025-09-07 10:00:00,4,5,5,4,1,4.5,"I didn't expect this, but, the panel Q&A during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions — which surprised me in a good way. The mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects.",2025-09-08 15:00:00
1103,892,1,2021-11-14 10:00:00,5,5,5,4,1,4.75,"I didn't expect this, but, the goal-setting exercise during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend. — which surprised me in a good way. At first, the mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me — which surprised me in a good way!",2021-11-14 20:13:00
1104,893,2,2023-06-24 10:00:00,4,4,4,3,3,3.75,"Not every topic applied to me, but I took notes for later, and the data activity was helpful during Robotics Lab Saturday. The room was a bit crowded, yet the content landed, and the data activity was helpful during Robotics Lab Saturday. I might recommend it depending on the topic.",2023-06-25 05:27:00
1105,894,3,2022-01-25 10:00:00,3,5,5,4,1,4.25,"The hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. From my perspective, there were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me — which surprised me in a good way.",2022-01-27 07:11:00
